miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-mir-2355	hg19:2:207974767-207974788:-	60	19.635879	N	mature,MIMAT0016895
hsa-mir-2355	hg19:2:207974768-207974788:-	50	16.363232	N	mature,MIMAT0016895
hsa-mir-2355	hg19:2:207974769-207974788:-	11	3.599911	N	mature,MIMAT0016895
hsa-mir-2355	hg19:2:207974770-207974788:-	1	0.327265	N	mature,MIMAT0016895
hsa-mir-2355	hg19:2:207974771-207974788:-	3	0.981794	N	mature,MIMAT0016895
hsa-mir-23a	hg19:19:13947377-13947407:-	1	0.327265	N	precursor
hsa-mir-23a	hg19:19:13947384-13947407:-	2	0.654529	N	precursor
hsa-mir-23a	hg19:19:13947385-13947407:-	4	1.309059	N	precursor
hsa-mir-23a	hg19:19:13947386-13947407:-	6	1.963588	N	precursor
hsa-mir-23a	hg19:19:13947388-13947407:-	2	0.654529	N	precursor
hsa-mir-23a	hg19:19:13947389-13947407:-	13	4.254440	N	precursor
hsa-mir-23a	hg19:19:13947390-13947407:-	3	0.981794	N	precursor
hsa-mir-23a	hg19:19:13947406-13947429:-	42	13.745115	N	mature,MIMAT0000078
hsa-mir-23a	hg19:19:13947406-13947430:-	6	1.963588	N	mature,MIMAT0000078
hsa-mir-23a	hg19:19:13947407-13947429:-	76	24.872113	N	mature,MIMAT0000078
hsa-mir-23a	hg19:19:13947407-13947430:-	1419	464.388534	N	mature,MIMAT0000078
hsa-mir-23a	hg19:19:13947407-13947431:-	5	1.636323	N	mature,MIMAT0000078
hsa-mir-23a	hg19:19:13947408-13947429:-	101	33.053729	N	mature,MIMAT0000078
hsa-mir-23a	hg19:19:13947408-13947430:-	5766	1887.007954	N	mature,MIMAT0000078
hsa-mir-23a	hg19:19:13947408-13947431:-	8	2.618117	N	mature,MIMAT0000078
hsa-mir-23a	hg19:19:13947409-13947427:-	1	0.327265	N	mature,MIMAT0000078
hsa-mir-23a	hg19:19:13947409-13947428:-	1	0.327265	N	mature,MIMAT0000078
hsa-mir-23a	hg19:19:13947409-13947429:-	66	21.599467	N	mature,MIMAT0000078
hsa-mir-23a	hg19:19:13947409-13947430:-	6454	2112.166031	N	mature,MIMAT0000078
hsa-mir-23a	hg19:19:13947409-13947431:-	25	8.181616	N	mature,MIMAT0000078
hsa-mir-23a	hg19:19:13947410-13947429:-	29	9.490675	N	mature,MIMAT0000078
hsa-mir-23a	hg19:19:13947410-13947430:-	2604	852.197140	N	mature,MIMAT0000078
hsa-mir-23a	hg19:19:13947410-13947431:-	18	5.890764	N	mature,MIMAT0000078
hsa-mir-23a	hg19:19:13947411-13947429:-	3	0.981794	N	mature,MIMAT0000078
hsa-mir-23a	hg19:19:13947411-13947430:-	397	129.924065	N	mature,MIMAT0000078
hsa-mir-23a	hg19:19:13947411-13947431:-	3	0.981794	N	mature,MIMAT0000078
hsa-mir-23a	hg19:19:13947412-13947430:-	246	80.507103	Y	mature,MIMAT0000078
hsa-mir-23a	hg19:19:13947412-13947431:-	10	3.272646	Y	mature,MIMAT0000078
hsa-mir-23a	hg19:19:13947413-13947430:-	18	5.890764	N	mature,MIMAT0000078
hsa-mir-23a	hg19:19:13947414-13947430:-	3	0.981794	N	mature,MIMAT0000078
hsa-mir-23a	hg19:19:13947414-13947431:-	1	0.327265	N	mature,MIMAT0000078
hsa-mir-23a	hg19:19:13947444-13947466:-	3	0.981794	N	star,MIMAT0004496
hsa-mir-23a	hg19:19:13947445-13947466:-	1	0.327265	N	star,MIMAT0004496
hsa-mir-23a	hg19:19:13947445-13947467:-	1	0.327265	N	star,MIMAT0004496
hsa-mir-23a	hg19:19:13947449-13947466:-	1	0.327265	N	star,MIMAT0004496
hsa-mir-23a	hg19:19:13947466-13947485:-	1	0.327265	N	precursor
hsa-mir-23a	hg19:19:13947466-13947486:-	1	0.327265	N	precursor
hsa-mir-23a	hg19:19:13947466-13947488:-	1	0.327265	N	precursor
hsa-mir-23b	hg19:9:97847509-97847530:+	1	0.327265	N	star,MIMAT0004587
hsa-mir-23b	hg19:9:97847546-97847565:+	10	3.272646	Y	mature,MIMAT0000418
hsa-mir-23b	hg19:9:97847546-97847567:+	7	2.290853	N	mature,MIMAT0000418
hsa-mir-23b	hg19:9:97847546-97847568:+	8	2.618117	N	mature,MIMAT0000418
hsa-mir-23b	hg19:9:97847547-97847565:+	246	80.507103	Y	mature,MIMAT0000418
hsa-mir-23b	hg19:9:97847547-97847566:+	34	11.126998	N	mature,MIMAT0000418
hsa-mir-23b	hg19:9:97847547-97847567:+	258	84.434279	N	mature,MIMAT0000418
hsa-mir-23b	hg19:9:97847547-97847568:+	1480	484.351677	N	mature,MIMAT0000418
hsa-mir-23b	hg19:9:97847547-97847569:+	797	260.829924	N	mature,MIMAT0000418
hsa-mir-23b	hg19:9:97847547-97847570:+	423	138.432946	N	mature,MIMAT0000418
hsa-mir-23b	hg19:9:97847547-97847571:+	6	1.963588	N	mature,MIMAT0000418
hsa-mir-23b	hg19:9:97847548-97847567:+	6	1.963588	N	mature,MIMAT0000418
hsa-mir-23b	hg19:9:97847548-97847568:+	27	8.836145	N	mature,MIMAT0000418
hsa-mir-23b	hg19:9:97847548-97847569:+	42	13.745115	N	mature,MIMAT0000418
hsa-mir-23b	hg19:9:97847548-97847570:+	27	8.836145	N	mature,MIMAT0000418
hsa-mir-23b	hg19:9:97847548-97847571:+	3	0.981794	N	mature,MIMAT0000418
hsa-mir-23c	hg19:X:20035220-20035240:-	1	0.327265	N	mature,MIMAT0018000
hsa-mir-23c	hg19:X:20035220-20035241:-	1	0.327265	N	mature,MIMAT0018000
hsa-mir-24-1	hg19:9:97848285-97848307:+	1	0.327265	N	precursor
hsa-mir-24-1	hg19:9:97848285-97848308:+	1	0.327265	N	precursor
hsa-mir-24-1	hg19:9:97848286-97848307:+	2	0.654529	N	precursor
hsa-mir-24-1	hg19:9:97848286-97848308:+	5	1.636323	N	precursor
hsa-mir-24-1	hg19:9:97848287-97848308:+	3	0.981794	N	precursor
hsa-mir-24-1	hg19:9:97848288-97848307:+	2	0.654529	N	precursor
hsa-mir-24-1	hg19:9:97848288-97848308:+	7	2.290853	N	precursor
hsa-mir-24-1	hg19:9:97848289-97848307:+	1	0.327265	N	precursor
hsa-mir-24-1	hg19:9:97848307-97848328:+	3	0.981794	N	star,MIMAT0000079
hsa-mir-24-1	hg19:9:97848307-97848329:+	8	2.618117	N	star,MIMAT0000079
hsa-mir-24-1	hg19:9:97848307-97848330:+	1	0.327265	N	star,MIMAT0000079
hsa-mir-24-1	hg19:9:97848307-97848331:+	1	0.327265	N	star,MIMAT0000079
hsa-mir-24-1	hg19:9:97848308-97848325:+	1	0.327265	N	star,MIMAT0000079
hsa-mir-24-1	hg19:9:97848308-97848328:+	1	0.327265	N	star,MIMAT0000079
hsa-mir-24-1	hg19:9:97848308-97848329:+	7	2.290853	N	star,MIMAT0000079
hsa-mir-24-1	hg19:9:97848308-97848330:+	4	1.309059	N	star,MIMAT0000079
hsa-mir-24-1	hg19:9:97848308-97848331:+	11	3.599911	N	star,MIMAT0000079
hsa-mir-24-1	hg19:9:97848309-97848329:+	1	0.327265	N	star,MIMAT0000079
hsa-mir-24-1	hg19:9:97848309-97848330:+	1	0.327265	N	star,MIMAT0000079
hsa-mir-24-1	hg19:9:97848309-97848331:+	1	0.327265	N	star,MIMAT0000079
hsa-mir-24-1	hg19:9:97848346-97848370:+	3	0.981794	N	mature,MIMAT0000080
hsa-mir-24-1	hg19:9:97848348-97848370:+	6	1.963588	N	mature,MIMAT0000080
hsa-mir-24-2	hg19:19:13947102-13947123:-	9	2.945382	N	mature,MIMAT0000080
hsa-mir-24-2	hg19:19:13947102-13947125:-	27	8.836145	N	mature,MIMAT0000080
hsa-mir-24-2	hg19:19:13947103-13947122:-	12	3.927176	N	mature,MIMAT0000080
hsa-mir-24-2	hg19:19:13947103-13947123:-	15	4.908970	N	mature,MIMAT0000080
hsa-mir-24-2	hg19:19:13947103-13947124:-	10	3.272646	N	mature,MIMAT0000080
hsa-mir-24-2	hg19:19:13947103-13947125:-	20645	6756.378633	N	mature,MIMAT0000080
hsa-mir-24-2	hg19:19:13947103-13947126:-	18	5.890764	N	mature,MIMAT0000080
hsa-mir-24-2	hg19:19:13947104-13947123:-	1	0.327265	N	mature,MIMAT0000080
hsa-mir-24-2	hg19:19:13947104-13947124:-	4	1.309059	N	mature,MIMAT0000080
hsa-mir-24-2	hg19:19:13947104-13947125:-	2676	875.760195	N	mature,MIMAT0000080
hsa-mir-24-2	hg19:19:13947104-13947126:-	11	3.599911	N	mature,MIMAT0000080
hsa-mir-24-2	hg19:19:13947105-13947122:-	3	0.981794	N	mature,MIMAT0000080
hsa-mir-24-2	hg19:19:13947105-13947124:-	2	0.654529	N	mature,MIMAT0000080
hsa-mir-24-2	hg19:19:13947105-13947125:-	3369	1102.554595	N	mature,MIMAT0000080
hsa-mir-24-2	hg19:19:13947105-13947126:-	31	10.145204	N	mature,MIMAT0000080
hsa-mir-24-2	hg19:19:13947105-13947127:-	8	2.618117	N	mature,MIMAT0000080
hsa-mir-24-2	hg19:19:13947106-13947125:-	331	108.324598	N	mature,MIMAT0000080
hsa-mir-24-2	hg19:19:13947107-13947125:-	77	25.199378	N	mature,MIMAT0000080
hsa-mir-24-2	hg19:19:13947108-13947125:-	18	5.890764	N	mature,MIMAT0000080
hsa-mir-24-2	hg19:19:13947108-13947127:-	1	0.327265	N	mature,MIMAT0000080
hsa-mir-24-2	hg19:19:13947109-13947139:-	1	0.327265	N	mature,MIMAT0000080
hsa-mir-24-2	hg19:19:13947139-13947159:-	1	0.327265	N	star,MIMAT0004497
hsa-mir-24-2	hg19:19:13947139-13947162:-	4	1.309059	N	star,MIMAT0004497
hsa-mir-24-2	hg19:19:13947139-13947163:-	47	15.381438	N	star,MIMAT0004497
hsa-mir-24-2	hg19:19:13947140-13947162:-	1	0.327265	N	star,MIMAT0004497
hsa-mir-24-2	hg19:19:13947140-13947163:-	53	17.345026	N	star,MIMAT0004497
hsa-mir-24-2	hg19:19:13947141-13947162:-	1	0.327265	N	star,MIMAT0004497
hsa-mir-24-2	hg19:19:13947141-13947163:-	42	13.745115	N	star,MIMAT0004497
hsa-mir-24-2	hg19:19:13947141-13947164:-	3	0.981794	N	star,MIMAT0004497
hsa-mir-24-2	hg19:19:13947142-13947163:-	28	9.163410	N	star,MIMAT0004497
hsa-mir-24-2	hg19:19:13947142-13947164:-	1	0.327265	N	star,MIMAT0004497
hsa-mir-24-2	hg19:19:13947143-13947163:-	3	0.981794	N	star,MIMAT0004497
hsa-mir-24-2	hg19:19:13947144-13947163:-	2	0.654529	N	star,MIMAT0004497
hsa-mir-24-2	hg19:19:13947163-13947182:-	2	0.654529	N	precursor
hsa-mir-24-2	hg19:19:13947163-13947183:-	8	2.618117	N	precursor
hsa-mir-24-2	hg19:19:13947163-13947184:-	2	0.654529	N	precursor
hsa-mir-25	hg19:7:99691192-99691216:-	2	0.654529	N	mature,MIMAT0000081
hsa-mir-25	hg19:7:99691193-99691216:-	14	4.581705	N	mature,MIMAT0000081
hsa-mir-25	hg19:7:99691194-99691209:-	3	0.981794	N	mature,MIMAT0000081
hsa-mir-25	hg19:7:99691194-99691211:-	1	0.327265	N	mature,MIMAT0000081
hsa-mir-25	hg19:7:99691194-99691213:-	2	0.654529	N	mature,MIMAT0000081
hsa-mir-25	hg19:7:99691194-99691214:-	9	2.945382	N	mature,MIMAT0000081
hsa-mir-25	hg19:7:99691194-99691215:-	58	18.981350	N	mature,MIMAT0000081
hsa-mir-25	hg19:7:99691194-99691216:-	72833	23835.666021	N	mature,MIMAT0000081
hsa-mir-25	hg19:7:99691195-99691214:-	2	0.654529	N	mature,MIMAT0000081
hsa-mir-25	hg19:7:99691195-99691215:-	9	2.945382	N	mature,MIMAT0000081
hsa-mir-25	hg19:7:99691195-99691216:-	11920	3900.994590	N	mature,MIMAT0000081
hsa-mir-25	hg19:7:99691196-99691216:-	1173	383.881431	N	mature,MIMAT0000081
hsa-mir-25	hg19:7:99691197-99691216:-	75	24.544849	N	mature,MIMAT0000081
hsa-mir-25	hg19:7:99691198-99691216:-	30	9.817939	N	mature,MIMAT0000081
hsa-mir-25	hg19:7:99691199-99691216:-	37	12.108792	N	mature,MIMAT0000081
hsa-mir-25	hg19:7:99691200-99691216:-	43	14.072380	N	mature,MIMAT0000081
hsa-mir-25	hg19:7:99691233-99691254:-	1	0.327265	N	star,MIMAT0004498
hsa-mir-25	hg19:7:99691254-99691273:-	2	0.654529	N	precursor
hsa-mir-25	hg19:7:99691254-99691274:-	5	1.636323	N	precursor
hsa-mir-26a-1	hg19:3:38010885-38010904:+	1	0.327265	N	precursor
hsa-mir-26a-1	hg19:3:38010965-38010987:+	1	0.327265	N	precursor
hsa-mir-26a-2	hg19:12:58218403-58218425:-	2	0.654529	N	star,MIMAT0004681
hsa-mir-26a-2	hg19:12:58218404-58218425:-	2	0.654529	N	star,MIMAT0004681
hsa-mir-26a-2	hg19:12:58218409-58218429:-	1	0.327265	N	star,MIMAT0004681
hsa-mir-26a-2	hg19:12:58218438-58218459:-	1	0.327265	N	mature,MIMAT0000082
hsa-mir-26a-2	hg19:12:58218439-58218461:-	2	0.654529	N	mature,MIMAT0000082
hsa-mir-26a-2	hg19:12:58218439-58218462:-	4	1.309059	N	mature,MIMAT0000082
hsa-mir-26a-2	hg19:12:58218439-58218463:-	39	12.763321	N	mature,MIMAT0000082
hsa-mir-26a-2	hg19:12:58218440-58218463:-	7	2.290853	N	mature,MIMAT0000082
hsa-mir-26a-2	hg19:12:58218441-58218457:-	1	0.327265	N	mature,MIMAT0000082
hsa-mir-26a-2	hg19:12:58218441-58218458:-	2	0.654529	N	mature,MIMAT0000082
hsa-mir-26a-2	hg19:12:58218441-58218462:-	2	0.654529	N	mature,MIMAT0000082
hsa-mir-26a-2	hg19:12:58218441-58218463:-	1339	438.207362	N	mature,MIMAT0000082
hsa-mir-26a-2	hg19:12:58218442-58218463:-	319	104.397422	N	mature,MIMAT0000082
hsa-mir-26a-2	hg19:12:58218443-58218462:-	2	0.654529	N	mature,MIMAT0000082
hsa-mir-26a-2	hg19:12:58218443-58218463:-	3000	981.793940	N	mature,MIMAT0000082
hsa-mir-26a-2	hg19:12:58218444-58218461:-	1	0.327265	N	mature,MIMAT0000082
hsa-mir-26a-2	hg19:12:58218444-58218462:-	1	0.327265	N	mature,MIMAT0000082
hsa-mir-26a-2	hg19:12:58218444-58218463:-	278	90.979572	N	mature,MIMAT0000082
hsa-mir-26a-2	hg19:12:58218445-58218463:-	4	1.309059	N	mature,MIMAT0000082
hsa-mir-26a-2	hg19:12:58218446-58218463:-	5	1.636323	N	mature,MIMAT0000082
hsa-mir-26a-2	hg19:12:58218463-58218482:-	3	0.981794	N	precursor
hsa-mir-26a-2	hg19:12:58218463-58218483:-	2	0.654529	N	precursor
hsa-mir-26a-2	hg19:12:58218463-58218484:-	1	0.327265	N	precursor
hsa-mir-26a-2	hg19:12:58218465-58218483:-	1	0.327265	N	precursor
hsa-mir-26b	hg19:2:219267359-219267380:+	1	0.327265	N	precursor
hsa-mir-26b	hg19:2:219267360-219267380:+	5	1.636323	N	precursor
hsa-mir-26b	hg19:2:219267361-219267380:+	1	0.327265	N	precursor
hsa-mir-26b	hg19:2:219267380-219267399:+	20	6.545293	N	mature,MIMAT0000083
hsa-mir-26b	hg19:2:219267380-219267400:+	230	75.270869	N	mature,MIMAT0000083
hsa-mir-26b	hg19:2:219267380-219267401:+	384	125.669624	N	mature,MIMAT0000083
hsa-mir-26b	hg19:2:219267380-219267402:+	777	254.284631	N	mature,MIMAT0000083
hsa-mir-26b	hg19:2:219267380-219267403:+	19	6.218028	N	mature,MIMAT0000083
hsa-mir-26b	hg19:2:219267380-219267404:+	1	0.327265	N	mature,MIMAT0000083
hsa-mir-26b	hg19:2:219267381-219267402:+	1	0.327265	N	mature,MIMAT0000083
hsa-mir-26b	hg19:2:219267415-219267434:+	2	0.654529	N	star,MIMAT0004500
hsa-mir-26b	hg19:2:219267415-219267435:+	3	0.981794	N	star,MIMAT0004500
hsa-mir-26b	hg19:2:219267415-219267436:+	42	13.745115	N	star,MIMAT0004500
hsa-mir-26b	hg19:2:219267415-219267437:+	14	4.581705	N	star,MIMAT0004500
hsa-mir-27a	hg19:19:13947260-13947282:-	9	2.945382	N	mature,MIMAT0000084
hsa-mir-27a	hg19:19:13947261-13947282:-	7608	2489.829433	N	mature,MIMAT0000084
hsa-mir-27a	hg19:19:13947261-13947283:-	5	1.636323	N	mature,MIMAT0000084
hsa-mir-27a	hg19:19:13947262-13947282:-	6205	2030.677133	N	mature,MIMAT0000084
hsa-mir-27a	hg19:19:13947263-13947282:-	312	102.106570	N	mature,MIMAT0000084
hsa-mir-27a	hg19:19:13947264-13947282:-	147	48.107903	Y	mature,MIMAT0000084
hsa-mir-27a	hg19:19:13947265-13947282:-	29	9.490675	N	mature,MIMAT0000084
hsa-mir-27a	hg19:19:13947266-13947282:-	3	0.981794	N	mature,MIMAT0000084
hsa-mir-27a	hg19:19:13947299-13947322:-	1	0.327265	N	star,MIMAT0004501
hsa-mir-27a	hg19:19:13947301-13947322:-	5	1.636323	N	star,MIMAT0004501
hsa-mir-27a	hg19:19:13947301-13947323:-	91	29.781083	N	star,MIMAT0004501
hsa-mir-27a	hg19:19:13947302-13947323:-	16	5.236234	N	star,MIMAT0004501
hsa-mir-27a	hg19:19:13947303-13947323:-	2	0.654529	N	star,MIMAT0004501
hsa-mir-27a	hg19:19:13947323-13947342:-	2	0.654529	N	precursor
hsa-mir-27a	hg19:19:13947323-13947343:-	113	36.980905	N	precursor
hsa-mir-27a	hg19:19:13947323-13947344:-	2	0.654529	N	precursor
hsa-mir-27a	hg19:19:13947324-13947343:-	1	0.327265	N	precursor
hsa-mir-27b	hg19:9:97847744-97847765:+	1	0.327265	N	star,MIMAT0004588
hsa-mir-27b	hg19:9:97847744-97847766:+	1	0.327265	N	star,MIMAT0004588
hsa-mir-27b	hg19:9:97847744-97847767:+	16	5.236234	N	star,MIMAT0004588
hsa-mir-27b	hg19:9:97847745-97847764:+	1	0.327265	N	star,MIMAT0004588
hsa-mir-27b	hg19:9:97847745-97847766:+	3	0.981794	N	star,MIMAT0004588
hsa-mir-27b	hg19:9:97847745-97847767:+	35	11.454263	N	star,MIMAT0004588
hsa-mir-27b	hg19:9:97847745-97847768:+	2	0.654529	N	star,MIMAT0004588
hsa-mir-27b	hg19:9:97847745-97847769:+	5	1.636323	N	star,MIMAT0004588
hsa-mir-27b	hg19:9:97847745-97847770:+	1	0.327265	N	star,MIMAT0004588
hsa-mir-27b	hg19:9:97847748-97847767:+	1	0.327265	N	star,MIMAT0004588
hsa-mir-27b	hg19:9:97847768-97847787:+	2	0.654529	N	stemloop
hsa-mir-27b	hg19:9:97847786-97847806:+	1	0.327265	N	mature,MIMAT0000419
hsa-mir-27b	hg19:9:97847786-97847807:+	8	2.618117	N	mature,MIMAT0000419
hsa-mir-27b	hg19:9:97847786-97847808:+	34	11.126998	N	mature,MIMAT0000419
hsa-mir-27b	hg19:9:97847787-97847805:+	147	48.107903	Y	mature,MIMAT0000419
hsa-mir-27b	hg19:9:97847787-97847806:+	110	35.999111	N	mature,MIMAT0000419
hsa-mir-27b	hg19:9:97847787-97847807:+	1747	571.731338	N	mature,MIMAT0000419
hsa-mir-27b	hg19:9:97847787-97847808:+	5684	1860.172252	N	mature,MIMAT0000419
hsa-mir-27b	hg19:9:97847787-97847809:+	367	120.106125	N	mature,MIMAT0000419
hsa-mir-27b	hg19:9:97847787-97847810:+	3	0.981794	N	mature,MIMAT0000419
hsa-mir-27b	hg19:9:97847788-97847809:+	1	0.327265	N	mature,MIMAT0000419
hsa-mir-28	hg19:3:188406578-188406600:+	1	0.327265	N	mature,MIMAT0000085
hsa-mir-28	hg19:3:188406582-188406602:+	7	2.290853	N	mature,MIMAT0000085
hsa-mir-28	hg19:3:188406582-188406603:+	83	27.162966	N	mature,MIMAT0000085
hsa-mir-28	hg19:3:188406582-188406604:+	115	37.635434	N	mature,MIMAT0000085
hsa-mir-28	hg19:3:188406582-188406605:+	2	0.654529	N	mature,MIMAT0000085
hsa-mir-28	hg19:3:188406583-188406604:+	2	0.654529	N	mature,MIMAT0000085
hsa-mir-28	hg19:3:188406584-188406604:+	2	0.654529	N	mature,MIMAT0000085
hsa-mir-28	hg19:3:188406621-188406643:+	3	0.981794	N	mature,MIMAT0004502
hsa-mir-28	hg19:3:188406621-188406644:+	2	0.654529	N	mature,MIMAT0004502
hsa-mir-28	hg19:3:188406622-188406642:+	109	35.671847	N	mature,MIMAT0004502
hsa-mir-28	hg19:3:188406622-188406643:+	1748	572.058603	N	mature,MIMAT0004502
hsa-mir-28	hg19:3:188406622-188406644:+	4495	1471.054587	N	mature,MIMAT0004502
hsa-mir-28	hg19:3:188406622-188406645:+	387	126.651418	N	mature,MIMAT0004502
hsa-mir-28	hg19:3:188406623-188406643:+	29	9.490675	N	mature,MIMAT0004502
hsa-mir-28	hg19:3:188406623-188406644:+	88	28.799289	N	mature,MIMAT0004502
hsa-mir-28	hg19:3:188406623-188406645:+	603	197.340582	N	mature,MIMAT0004502
hsa-mir-28	hg19:3:188406624-188406643:+	1	0.327265	N	mature,MIMAT0004502
hsa-mir-28	hg19:3:188406624-188406644:+	11	3.599911	N	mature,MIMAT0004502
hsa-mir-28	hg19:3:188406624-188406645:+	76	24.872113	N	mature,MIMAT0004502
hsa-mir-28	hg19:3:188406624-188406646:+	1	0.327265	N	mature,MIMAT0004502
hsa-mir-28	hg19:3:188406625-188406644:+	1	0.327265	N	mature,MIMAT0004502
hsa-mir-28	hg19:3:188406625-188406645:+	3	0.981794	N	mature,MIMAT0004502
hsa-mir-296	hg19:20:57392716-57392737:-	5	1.636323	N	mature,MIMAT0000690
hsa-mir-296	hg19:20:57392716-57392738:-	1	0.327265	N	mature,MIMAT0000690
hsa-mir-299	hg19:14:101490136-101490158:+	2	0.654529	N	mature,MIMAT0002890
hsa-mir-299	hg19:14:101490137-101490157:+	1	0.327265	N	mature,MIMAT0002890
hsa-mir-299	hg19:14:101490137-101490158:+	1	0.327265	N	mature,MIMAT0002890
hsa-mir-299	hg19:14:101490137-101490159:+	2	0.654529	N	mature,MIMAT0002890
hsa-mir-299	hg19:14:101490169-101490191:+	1	0.327265	N	mature,MIMAT0000687
hsa-mir-29a	hg19:7:130561506-130561529:-	66	21.599467	N	mature,MIMAT0000086
hsa-mir-29a	hg19:7:130561506-130561530:-	2	0.654529	N	mature,MIMAT0000086
hsa-mir-29a	hg19:7:130561507-130561528:-	1	0.327265	N	mature,MIMAT0000086
hsa-mir-29a	hg19:7:130561507-130561529:-	3904	1277.641181	N	mature,MIMAT0000086
hsa-mir-29a	hg19:7:130561507-130561530:-	104	34.035523	N	mature,MIMAT0000086
hsa-mir-29a	hg19:7:130561508-130561528:-	1	0.327265	N	mature,MIMAT0000086
hsa-mir-29a	hg19:7:130561508-130561529:-	8770	2870.110953	N	mature,MIMAT0000086
hsa-mir-29a	hg19:7:130561508-130561530:-	1162	380.281520	N	mature,MIMAT0000086
hsa-mir-29a	hg19:7:130561509-130561529:-	1085	355.082142	N	mature,MIMAT0000086
hsa-mir-29a	hg19:7:130561509-130561530:-	141	46.144315	N	mature,MIMAT0000086
hsa-mir-29a	hg19:7:130561510-130561529:-	374	122.396978	N	mature,MIMAT0000086
hsa-mir-29a	hg19:7:130561510-130561530:-	57	18.654085	N	mature,MIMAT0000086
hsa-mir-29a	hg19:7:130561511-130561529:-	22	7.199822	N	mature,MIMAT0000086
hsa-mir-29a	hg19:7:130561511-130561530:-	14	4.581705	N	mature,MIMAT0000086
hsa-mir-29a	hg19:7:130561544-130561567:-	2	0.654529	N	star,MIMAT0004503
hsa-mir-29a	hg19:7:130561545-130561567:-	2	0.654529	N	star,MIMAT0004503
hsa-mir-29b-1	hg19:7:130562226-130562249:-	142	46.471580	N	mature,MIMAT0000100
hsa-mir-29b-1	hg19:7:130562227-130562249:-	22	7.199822	N	mature,MIMAT0000100
hsa-mir-29b-1	hg19:7:130562227-130562250:-	3	0.981794	N	mature,MIMAT0000100
hsa-mir-29b-1	hg19:7:130562228-130562249:-	75	24.544849	N	mature,MIMAT0000100
hsa-mir-29b-1	hg19:7:130562228-130562250:-	17	5.563499	N	mature,MIMAT0000100
hsa-mir-29b-1	hg19:7:130562229-130562249:-	29	9.490675	N	mature,MIMAT0000100
hsa-mir-29b-1	hg19:7:130562229-130562250:-	9	2.945382	N	mature,MIMAT0000100
hsa-mir-29b-1	hg19:7:130562230-130562249:-	5	1.636323	N	mature,MIMAT0000100
hsa-mir-29b-1	hg19:7:130562230-130562250:-	5	1.636323	N	mature,MIMAT0000100
hsa-mir-29b-1	hg19:7:130562230-130562251:-	1	0.327265	N	mature,MIMAT0000100
hsa-mir-29b-1	hg19:7:130562231-130562250:-	2	0.654529	N	mature,MIMAT0000100
hsa-mir-29b-1	hg19:7:130562232-130562250:-	1	0.327265	Y	mature,MIMAT0000100
hsa-mir-29b-1	hg19:7:130562249-130562266:-	1	0.327265	N	stemloop
hsa-mir-29b-1	hg19:7:130562266-130562290:-	1	0.327265	N	star,MIMAT0004514
hsa-mir-29b-1	hg19:7:130562267-130562290:-	2	0.654529	N	star,MIMAT0004514
hsa-mir-29b-1	hg19:7:130562269-130562290:-	3	0.981794	N	star,MIMAT0004514
hsa-mir-29b-2	hg19:1:207975795-207975818:-	169	55.307725	N	mature,MIMAT0000100
hsa-mir-29b-2	hg19:1:207975796-207975818:-	22	7.199822	N	mature,MIMAT0000100
hsa-mir-29b-2	hg19:1:207975797-207975818:-	66	21.599467	N	mature,MIMAT0000100
hsa-mir-29b-2	hg19:1:207975797-207975819:-	24	7.854352	N	mature,MIMAT0000100
hsa-mir-29b-2	hg19:1:207975798-207975818:-	32	10.472469	N	mature,MIMAT0000100
hsa-mir-29b-2	hg19:1:207975798-207975819:-	4	1.309059	N	mature,MIMAT0000100
hsa-mir-29b-2	hg19:1:207975799-207975818:-	9	2.945382	N	mature,MIMAT0000100
hsa-mir-29b-2	hg19:1:207975799-207975819:-	5	1.636323	N	mature,MIMAT0000100
hsa-mir-29b-2	hg19:1:207975800-207975818:-	2	0.654529	N	mature,MIMAT0000100
hsa-mir-29b-2	hg19:1:207975801-207975818:-	3	0.981794	N	mature,MIMAT0000100
hsa-mir-29b-2	hg19:1:207975836-207975858:-	3	0.981794	N	star,MIMAT0004515
hsa-mir-29b-2	hg19:1:207975836-207975859:-	7	2.290853	N	star,MIMAT0004515
hsa-mir-29b-2	hg19:1:207975837-207975859:-	3	0.981794	N	star,MIMAT0004515
hsa-mir-29b-2	hg19:1:207975838-207975859:-	1	0.327265	N	star,MIMAT0004515
hsa-mir-29b-2	hg19:1:207975838-207975860:-	1	0.327265	N	star,MIMAT0004515
hsa-mir-29b-2	hg19:1:207975841-207975859:-	1	0.327265	N	star,MIMAT0004515
hsa-mir-29c	hg19:1:207975209-207975232:-	4	1.309059	N	mature,MIMAT0000681
hsa-mir-29c	hg19:1:207975210-207975232:-	276	90.325043	N	mature,MIMAT0000681
hsa-mir-29c	hg19:1:207975210-207975233:-	1	0.327265	N	mature,MIMAT0000681
hsa-mir-29c	hg19:1:207975211-207975229:-	1	0.327265	N	mature,MIMAT0000681
hsa-mir-29c	hg19:1:207975211-207975232:-	1408	460.788623	N	mature,MIMAT0000681
hsa-mir-29c	hg19:1:207975211-207975233:-	7	2.290853	N	mature,MIMAT0000681
hsa-mir-29c	hg19:1:207975212-207975232:-	1720	562.895193	N	mature,MIMAT0000681
